station_name,label
Victor Massé - Jean-Baptiste Pigalle,2
Victoria - Place du Chatelet,1
Vieille du Temple - Francs Bourgeois,1
Vignerons - Minimes,0
Vignes - Boulainvilliers,2
Vigée-Lebrun - Anselme Payen,2
Village Saint-Paul,1
Villersexel - Saint-Germain,1
Villette - Belleville,2
Villiers - Batignolles,0
Villiers de l'Isle Adam - Pyrénées,2
Vinaigriers - Magenta,2
Vincennes - Douy-Delcupe,2
Vincent Auriol - Louise Weiss,1
Vistule - Choisy,2
Vitruve - Davout,2
Vivaldi - Antoine-Julien Hénard,2
Vivienne - Montmartre,1
Vladimir Ilitch Lénine - Andrée Chedid,2
Volontaire - Lecourbe,2
Volontaires - Vaugirard,2
Voltaire - Anatole France,0
Véron - Lepic,2
Waldeck Rochet - Germaine Tillon,0
Westermeyer - Paul Vaillant-Couturier ,0
Wilson - Landy,0
Wilson - Métallurgie,0
Wurtz - Tolbiac,2
Youri Gagarine - Commune de Paris,0
Youri Gagarine - Karl Marx,2
Édouard Vaillant - Place Jean Jaurès,0
Île de la Jatte,0
