station_name,label
Washington Ave & Greene Ave,1
Washington Ave & Park Ave,2
Washington Park,1
Washington Pl & 6 Ave,2
Washington Pl & Broadway,0
Washington St,2
Washington St & Gansevoort St,2
Water - Whitehall Plaza,2
Waterbury St & Stagg St,2
Watts St & Greenwich St,2
West 135 St & Lenox Terrace Pl,1
West Drive & Prospect Park West,2
West End Ave & W 107 St,1
West End Ave & W 78 St,2
West End Ave & W 94 St,1
West St & Chambers St,0
West St & Liberty St,2
West Thames St,1
White St & Johnson Ave,2
White St & Moore St,2
William St & Pine St,0
Willis Ave & Bruckner Blvd,2
Willis Ave & E 137 St,2
Willis Ave & E 141 St,2
Willis Ave & E 143 St,2
Willoughby Ave & Hall St,1
Willoughby Ave & Myrtle Ave,1
Willoughby Ave & Onderdonk Ave,2
Willoughby Ave & Tompkins Ave,1
Willoughby Ave & Walworth St,2
Willoughby Ave & Wyckoff Ave,2
Willoughby St & Ashland Pl,2
Willoughby St & Fleet St,0
Willow Ave & E 133 St,2
Wilson Ave & Moffat St,2
Wilson Ave & Troutman St,1
Withers St & Kingsland Ave,2
Wolcott St & Dwight St,2
Woodward Ave & Harman St,1
Wyckoff Av & Jefferson St,2
Wyckoff Av & Stanhope St,2
Wyckoff St & Bond St,2
Wyckoff St & Nevins St,2
Wythe Ave & Metropolitan Ave,2
York St,2
